               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              6.3433,              4.6923,              5.2883,           0.0026042,                0.05,              0.0125,           0.0026384,                   0,                   0,                   0,              0.0892,              0.0012,              0.0012
